"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"1554","CA2701906","LAKE SAN ANTONIO PARK WS","Monterey","LPA57 - MONTEREY COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,30,84,84148,25.52262642,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","SW","SW","Self-produced",4.44265125649032,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"1555","CA2800543","CAPELL VALLEY ESTATES","Napa","LPA58 - NAPA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,63,208,84271,15.07085257,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","No","No","C","SW","SW","Self-produced",5.34233425196481,"NONE","NONE","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","2","1","0","0"
"1556","CA2900531","CREEKSIDE VILLAGE","Nevada","LPA59 - NEVADA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,131,300,50882,12.63223413,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",5.70711026474888,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1557","CA3100069","AUBURN RIDGE WOODS","Placer","LPA61 - PLACER COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,54,75,33646,20.13610663,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",4.33073334028633,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1558","CA3100040","SHADY GLEN COMM WATER SYSTEM","Placer","LPA61 - PLACER COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,121,200,48125,9.336783704,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","SW","SW","Self-produced",5.30330490805908,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","1","1"
"1559","CA3200138","MEADOW EDGE MHP","Plumas","LPA62 - PLUMAS COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,31,53,79750,19.68524602,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",3.98898404656427,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1560","CA3301028","BALDY MOUNTAIN RANCH","Riverside","LPA63 - RIVERSIDE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,80,80,103643,19.55454073,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",4.39444915467244,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","0","0"
"1561","CA3301040","RIVERDALE ESTATES","Riverside","LPA63 - RIVERSIDE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,186,300,48657,28.8112703,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",5.70711026474888,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1562","CA3301990","AMEZCUA - GARCIA WATER","Riverside","LPA63 - RIVERSIDE COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,79,316,6038,37.72316752,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","HIGH","NONE","HIGH","NONE","NONE","HIGH","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",5.75890177387728,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","1","1","2","1","3","1","1","1"
"1563","CA3400217","HOMETOWN COLONIAL ESTATES LLC","Sacramento","LPA64 - SACRAMENTO COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,146,400,49862,41.12199839,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","No","No","C","GW","GW","Self-produced",5.99396142730657,"HIGH","NONE","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","0","0"
"1564","CA3600386","FOOTHILL ESTATES MHP","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,46,70,39820,28.96381127,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","GW","GW","Self-produced",4.26267987704132,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","2","1","0","0"
"1565","CA3901474","HESKETT, JOE WATER SYSTEM","San Joaquin","LPA69 - SAN JOAQUIN COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,15,39,50181,55.66275229,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",3.68887945411394,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","1","1"
"1566","CA3900991","LA TORRES PARK","San Joaquin","LPA69 - SAN JOAQUIN COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,14,40,115049,22.53361145,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",3.71357206670431,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","2","1","0","0"
"1567","CA4000648","KEN MAR GARDENS","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,49,84,89566,9.81249068,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",4.44265125649032,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","1","1"
"1568","CA4500054","BALLS FERRY FISHING RESORT","Shasta","LPA75 - SHASTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,75,408,35469,22.92004179,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",6.0137151560428,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1569","CA4500246","EL RIO ESTATES","Shasta","LPA75 - SHASTA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,155,434,52256,23.85153887,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Did not complete survey","No","C","GW","GW","Self-produced",6.07534603108868,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1570","CA5200527","HUNTER'S FISHING RESORT","Tehama","LPA82 - TEHAMA COUNTY","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,47,50,60866,23.39941503,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",3.93182563272433,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1571","CA3702104","MHC TT INC. (DBA PIO PICO)","San Diego","DISTRICT 14 - SAN DIEGO","Mobile Home Park",NA,"Yes","No","None",NA,"None",NA,512,828,130813.1659,13.80054793,"Not At-Risk",NA,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH",NA,NA,"C","GW","GW","Self-produced",6.7202201551353,"NONE","NONE","NONE","NONE","No",NA,NA,NA,"0","0","0","0","1","1","0","0"
"1572","CA0110016","ALAMEDA POINT","Alameda","DISTRICT 04 - SAN FRANCISCO","Municipal Utility District",NA,"Yes","Yes","Full",NA,"Full",NA,400,1500,95980.87596,41.62482192,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","SWP","SW","Purchased",7.31388683163346,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1573","CA0110005","EAST BAY MUD","Alameda","DISTRICT 04 - SAN FRANCISCO","Municipal Utility District",NA,"Yes","Yes","Full",NA,"Full",NA,392288,1430200,142270.5305,17.28206185,NA,NA,26043066,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",14.1733255517991,NA,NA,NA,NA,"Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"1574","CA0310008","CAMANCHE NORTH SHORE INC.","Amador","DISTRICT 10 - STOCKTON","Municipal Utility District",NA,"Yes","Yes","Full",NA,"Full",NA,211,1012,130466,27.85813484,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",6.92067150424868,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1575","CA0510012","CAMANCHE SOUTH SHORE-EBMUD","Calaveras","DISTRICT 10 - STOCKTON","Municipal Utility District",NA,"Yes","Yes","Full",NA,"Full",NA,448,837,83367,21.02799862,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","Did not complete survey","No","C","SW","SW","Self-produced",6.73101810048208,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","1","1","0","0"
"1576","CA1210013","HUMBOLDT BAY MWD","Humboldt","DISTRICT 01 - KLAMATH","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,217,680,69264.17115,17.67521609,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","GW","GW","Self-produced",6.52356230614951,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1577","CA5610050","CALLEGUAS MUNICIPAL WATER DIST","Ventura","DISTRICT 06 - SANTA BARBARA","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,93,0,130758.5369,15.45906333,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not complete survey","No","C","SW","SW","Self-produced",0,NA,NA,NA,NA,"No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1578","CA5610024","CASITAS MUNICIPAL WATER DIST","Ventura","DISTRICT 06 - SANTA BARBARA","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,3171,11005,95140.39806,14.07219648,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","No","C","SW","SW","Self-produced",9.3061958576197,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","0","0","0","0"
"1579","CA5610014","OJAI WATER SYSTEM","Ventura","DISTRICT 06 - SANTA BARBARA","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,2920,6801,85449.30527,11.6501346,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","MEDIUM","NONE","NONE","NONE","HIGH","Yes","No","C","SWP","SW","Purchased",8.82497196556714,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","0","0","0","0"
"1580","CA1910032","FOOTHILL MUNICIPAL WATER DIST.","Los Angeles","DISTRICT 07 - HOLLYWOOD","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,7,0,148616.777,14.68561008,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not complete survey","No","C","SWP","SW","Purchased",0,NA,NA,NA,NA,"No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1581","CA1910225","LAS VIRGENES MWD","Los Angeles","DISTRICT 07 - HOLLYWOOD","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,20162,72602,146114.9512,10.82407207,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SW","SW","Self-produced",11.1927615222732,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1582","CA1910041","THREE VALLEYS MWD","Los Angeles","DISTRICT 07 - HOLLYWOOD","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,15,0,105671.7643,25.57512157,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not complete survey","No","C","SW","SW","Self-produced",0,NA,NA,NA,NA,"No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1583","CA3610019","SAN BERNARDINO VALLEY WD","San Bernardino","DISTRICT 13 - SAN BERNARDINO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,1,109608,86319.74316,31.19141416,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not complete survey","No","C","GW","GW","Self-produced",11.604674766913,NA,NA,NA,NA,"No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1584","CA3710037","PADRE DAM MWD","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,23277,88963,107588.6774,11.42323413,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",11.3959870725023,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1585","CA3710016","RAINBOW MUNICIPAL WD","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,8849,23536,106394.9992,15.22831954,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE",NA,"HIGH","Yes","Yes","C","SWP","SW","Purchased",10.066328930042,"NONE","NONE","NONE","HIGH","No",NA,NA,"No","0","0","1","1","0","0","0","0"
"1586","CA3710019","RAMONA MUNICIPAL WD","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,9596,35135,132093.2315,9.357469364,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",10.4669815248692,"NONE","NONE","HIGH","HIGH","No",NA,NA,"No","0","0","2","1","0","0","0","0"
"1587","CA3710018","RINCON DEL DIABLO MWD (ID-1)","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,7531,29206,98809.76038,15.20922696,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",10.2821636855541,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1588","CA3710044","RINCON DEL DIABLO MWD (ID-A)","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,1059,3316,174262.0898,9.838814071,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",8.10681603894705,"NONE","HIGH","NONE","NONE","No","No","Yes","No","0","0","0","0","2","1","0","0"
"1589","CA3710026","VALLEY CENTER MWD","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,9768,29938,112600.9012,13.08954598,"Not At-Risk",0,12215572,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",10.3069172572822,"NONE","NONE","NONE","NONE","Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"1590","CA3701408","YUIMA MUNICIPAL WATER DISTRICT","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,105,360,83480.23651,23.19382786,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","SWP","SW","Purchased",5.88887795833288,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","0","0","0","0"
"1591","CA3700938","YUIMA MUNICIPAL WATER DISTRICT IDA","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,210,769,90959.9845,23.15332661,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","No","No","C","SW","SW","Self-produced",6.64639051484773,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1592","CA3710005","CARLSBAD MWD","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,28238,92865,133273.8286,10.97096756,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",11.4389128728831,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1593","CA3710029","OLIVENHAIN MWD","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,22716,86614,166345.2962,10.04134113,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","No","C","SW","SW","Self-produced",11.369228289713,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1594","CA3710034","OTAY WATER DISTRICT","San Diego","DISTRICT 14 - SAN DIEGO","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,50664,227957,121274.3853,14.90334482,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SWP","SW","Purchased",12.3369166804414,NA,NA,NA,NA,"No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1595","CA3310009","EASTERN MUNICIPAL WD","Riverside","DISTRICT 20 - RIVERSIDE","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,164464,637387,92264.17214,26.05474014,NA,NA,2918490,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SWP","SW","Purchased",13.3651338543056,NA,NA,NA,NA,"Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"1596","CA3310012","ELSINORE VALLEY MWD","Riverside","DISTRICT 20 - RIVERSIDE","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,47076,165586,91882.83809,27.20480147,NA,NA,4392323.85,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,"NONE","NONE",NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",12.0172520154364,NA,NA,"NONE","NONE","Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
"1597","CA3310022","LAKE HEMET MWD","Riverside","DISTRICT 20 - RIVERSIDE","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,14409,52913,63726.12266,22.96684923,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",10.8764232331162,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","1","1"
"1598","CA3310080","LAKE HEMET MWD-CAMP GROUND","Riverside","DISTRICT 20 - RIVERSIDE","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,287,600,111143,19.55454073,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","Did not complete survey","No","C","GW","GW","Self-produced",6.39859493453521,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"1599","CA3310052","LAKE HEMET-GARNER VALLEY","Riverside","DISTRICT 20 - RIVERSIDE","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,283,709,64669.35069,22.45112281,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","HIGH","NONE","Did not complete survey","No","C","GW","GW","Self-produced",6.56526497003536,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","1","1","2","1","1","1","0","0"
"1600","CA3310036","WESTERN MWD - MURRIETA DIVISION","Riverside","DISTRICT 20 - RIVERSIDE","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,2860,16373,113715.57,25.07596049,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",9.70344998993639,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1601","CA3310049","WESTERN MWD","Riverside","DISTRICT 20 - RIVERSIDE","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,21607,82560,112282.3353,28.90308879,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",11.3212926930451,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","0","0","0","0"
"1602","CA3310076","WESTERN MWD (ID A - RAINBOW)","Riverside","DISTRICT 20 - RIVERSIDE","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,44,186,97899.13759,21.33799542,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","SWP","SW","Purchased",5.23110861685459,"NONE","HIGH","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1603","CA2110002","MARIN MUNICIPAL WATER DISTRICT","Marin","DISTRICT 25 - MARIN","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,62255,193937,162475.3664,9.36716583,NA,NA,1e+06,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","C","SW","SW","Self-produced",12.1752937993376,NA,NA,NA,NA,"Yes",NA,NA,"No","0","0","0","0","0","0","0","0"
